Library,Compound,161,217,235,238,242,243,244
ChemBridge Microformat,6126309,--,--,--,0,--,--,--
ChemBridge Microformat,5785064,--,--,--,0,--,--,--
ChemBridge Microformat,5785026,--,--,--,0,--,--,--
ChemBridge Microformat,5836462,--,--,--,0,--,--,--
ChemBridge Microformat,5807677,--,--,--,0,--,--,--
ChemBridge Microformat,5870494,--,--,--,0,--,--,--
ChemBridge Microformat,5870454,--,--,--,0,--,--,--
ChemBridge Microformat,5870440,--,--,--,0,--,--,--
ChemBridge Microformat,5870403,--,--,--,0,--,--,--
ChemBridge Microformat,5870381,--,--,--,0,--,--,--
ChemBridge Microformat,5606630,--,--,--,0,--,--,--
ChemBridge Microformat,5869839,--,--,--,0,--,--,--
ChemBridge Microformat,5739333,--,--,--,0,--,--,--
ChemBridge Microformat,5871054,--,--,--,0,--,--,--
ChemBridge Microformat,5870670,--,--,--,0,--,--,--
ChemBridge Microformat,5739215,--,--,--,0,--,--,--
ChemBridge Microformat,5662453,--,--,--,0,--,--,--
ChemBridge Microformat,5662549,--,--,--,0,--,--,--
ChemBridge Microformat,5662683,--,--,--,0,--,--,--
ChemBridge Microformat,5662817,--,--,--,0,--,--,--
ChemBridge Microformat,5663105,--,--,--,0,--,--,--
ChemBridge Microformat,5663663,--,--,--,0,--,--,--
ChemBridge Microformat,5663911,--,--,--,0,--,--,--
ChemBridge Microformat,5663913,--,--,--,0,--,--,--
ChemBridge Microformat,5664031,--,--,--,0,--,--,--
ChemBridge Microformat,5664157,--,--,--,0,--,--,--
ChemBridge Microformat,6072456,--,--,--,0,--,--,--
ChemBridge Microformat,6072435,--,--,--,0,--,--,--
ChemBridge Microformat,6072355,--,--,--,0,--,--,--
ChemBridge Microformat,6072322,--,--,--,0,--,--,--
ChemBridge Microformat,6072400,--,--,--,0,--,--,--
ChemBridge Microformat,6072373,--,--,--,0,--,--,--
ChemBridge Microformat,5543277,--,--,--,0,--,--,--
ChemBridge Microformat,5542954,--,--,--,0,--,--,--
ChemBridge Microformat,5140290,--,--,--,0,--,--,--
ChemBridge Microformat,5543444,--,--,--,0,--,--,--
ChemBridge Microformat,5544134,--,--,--,0,--,--,--
ChemBridge Microformat,5543768,--,--,--,0,--,--,--
ChemBridge Microformat,5247641,--,--,--,0,--,--,--
ChemBridge Microformat,5544242,--,--,--,0,--,--,--
ChemBridge Microformat,6022299,--,--,--,0,--,--,--
ChemBridge Microformat,5544498,--,--,--,0,--,--,--
ChemBridge Microformat,6022433,--,--,--,0,--,--,--
ChemBridge Microformat,6022518,--,--,--,0,--,--,--
ChemBridge Microformat,5140086,--,--,--,0,--,--,--
ChemBridge Microformat,6022085,--,--,--,0,--,--,--
ChemBridge Microformat,5139494,--,--,--,0,--,--,--
ChemBridge Microformat,5245878,--,--,--,0,--,--,--
ChemBridge Microformat,5710335,--,--,--,0,--,--,--
ChemBridge Microformat,6034890,--,--,--,0,--,--,--
ChemBridge Microformat,5627541,--,--,--,0,--,--,--
ChemBridge Microformat,5627861,--,--,--,0,--,--,--
ChemBridge Microformat,5627213,--,--,--,0,--,--,--
ChemBridge Microformat,5627316,--,--,--,0,--,--,--
ChemBridge Microformat,5627441,--,--,--,0,--,--,--
ChemBridge Microformat,5627489,--,--,--,0,--,--,--
ChemBridge Microformat,5626940,--,--,--,0,--,--,--
ChemBridge Microformat,5626966,--,--,--,0,--,--,--
ChemBridge Microformat,5627105,--,--,--,0,--,--,--
ChemBridge Microformat,5627125,--,--,--,0,--,--,--
ChemBridge Microformat,5110091,--,--,--,0,--,--,--
ChemBridge Microformat,5110120,--,--,--,0,--,--,--
ChemBridge Microformat,5352854,--,--,--,0,--,--,--
ChemBridge Microformat,5352812,--,--,--,0,--,--,--
ChemBridge Microformat,6031508,--,--,--,0,--,--,--
ChemBridge Microformat,6031639,--,--,--,0,--,--,--
ChemBridge Microformat,5110042,--,--,--,0,--,--,--
ChemBridge Microformat,5351970,--,--,--,0,--,--,--
ChemBridge Microformat,6031813,--,--,--,0,--,--,--
ChemBridge Microformat,6031822,--,--,--,0,--,--,--
ChemBridge Microformat,6031830,--,--,--,1,--,--,--
ChemBridge Microformat,6031911,--,--,--,0,--,--,--
ChemBridge Microformat,5744517,--,--,--,0,--,--,--
ChemBridge Microformat,6240037,--,--,--,0,--,--,--
ChemBridge Microformat,5744560,--,--,--,0,--,--,--
ChemBridge Microformat,5744645,--,--,--,0,--,--,--
ChemBridge Microformat,5744339,--,--,--,0,--,--,--
ChemBridge Microformat,5744356,--,--,--,0,--,--,--
ChemBridge Microformat,5744436,--,--,--,0,--,--,--
ChemBridge Microformat,5744446,--,--,--,0,--,--,--
ChemBridge Microformat,5744673,--,--,--,0,--,--,--
ChemBridge Microformat,5734515,--,--,--,0,--,--,--
ChemBridge Microformat,5808699,--,--,--,0,--,--,--
ChemBridge Microformat,5734495,--,--,--,0,--,--,--
ChemBridge Microformat,6079728,--,--,--,0,--,--,--
ChemBridge Microformat,6079732,--,--,--,0,--,--,--
ChemBridge Microformat,5734313,--,--,--,0,--,--,--
ChemBridge Microformat,6079778,--,--,--,0,--,--,--
ChemBridge Microformat,6079782,--,--,--,0,--,--,--
ChemBridge Microformat,6079891,--,--,--,0,--,--,--
ChemBridge Microformat,5247791,--,--,--,0,--,--,--
ChemBridge Microformat,5534920,--,--,--,0,--,--,--
ChemBridge Microformat,5249983,--,--,--,0,--,--,--
ChemBridge Microformat,5928213,--,--,--,0,--,--,--
ChemBridge Microformat,6240032,--,--,--,0,--,--,--
ChemBridge Microformat,5928183,--,--,--,0,--,--,--
ChemBridge Microformat,5534045,--,--,--,0,--,--,--
ChemBridge Microformat,6206295,--,--,--,0,--,--,--
ChemBridge Microformat,6206390,--,--,--,0,--,--,--
ChemBridge Microformat,6206245,--,--,--,0,--,--,--
ChemBridge Microformat,6206289,--,--,--,1,--,--,--
ChemBridge Microformat,6206000,--,--,--,0,--,--,--
ChemBridge Microformat,6206066,--,--,--,0,--,--,--
ChemBridge Microformat,6205853,--,--,--,1,--,--,--
ChemBridge Microformat,6205964,--,--,--,0,--,--,--
ChemBridge Microformat,6205608,--,--,--,1,--,--,--
ChemBridge Microformat,6205803,--,--,--,0,--,--,--
ChemBridge Microformat,5944746,--,--,--,0,--,--,--
ChemBridge Microformat,5944623,--,--,--,0,--,--,--
ChemBridge Microformat,5983724,--,--,--,1,--,--,--
ChemBridge Microformat,5944984,--,--,--,0,--,--,--
ChemBridge Microformat,5944009,--,--,--,0,--,--,--
ChemBridge Microformat,5943844,--,--,--,0,--,--,--
ChemBridge Microformat,5944365,--,--,--,0,--,--,--
ChemBridge Microformat,5944050,--,--,--,0,--,--,--
ChemBridge Microformat,5945954,--,--,--,0,--,--,--
ChemBridge Microformat,5945580,--,--,--,0,--,--,--
ChemBridge Microformat,5984435,--,--,--,0,--,--,--
ChemBridge Microformat,5984347,--,--,--,0,--,--,--
ChemBridge Microformat,5928074,--,--,--,0,--,--,--
ChemBridge Microformat,5766253,--,--,--,0,--,--,--
ChemBridge Microformat,6053464,--,--,--,0,--,--,--
ChemBridge Microformat,6142595,--,--,--,0,--,--,--
ChemBridge Microformat,5376317,--,--,--,0,--,--,--
ChemBridge Microformat,5848317,--,--,--,0,--,--,--
ChemBridge Microformat,5928121,--,--,--,0,--,--,--
ChemBridge Microformat,6168215,--,--,--,0,--,--,--
ChemBridge Microformat,5376449,--,--,--,0,--,--,--
ChemBridge Microformat,6154223,--,--,--,0,--,--,--
ChemBridge Microformat,5376483,--,--,--,0,--,--,--
ChemBridge Microformat,6142462,--,--,--,0,--,--,--
ChemBridge Microformat,6142466,--,--,--,0,--,--,--
ChemBridge Microformat,6142476,--,--,--,0,--,--,--
ChemBridge Microformat,5765174,--,--,--,0,--,--,--
ChemBridge Microformat,6142530,--,--,--,0,--,--,--
ChemBridge Microformat,6142532,--,--,--,0,--,--,--
ChemBridge Microformat,6141844,--,--,--,0,--,--,--
ChemBridge Microformat,5724040,--,--,--,0,--,--,--
ChemBridge Microformat,5765772,--,--,--,0,--,--,--
ChemBridge Microformat,6241309,--,--,--,0,--,--,--
ChemBridge Microformat,6241308,--,--,--,0,--,--,--
ChemBridge Microformat,6241321,--,--,--,0,--,--,--
ChemBridge Microformat,6241312,--,--,--,0,--,--,--
ChemBridge Microformat,6241284,--,--,--,0,--,--,--
ChemBridge Microformat,6241277,--,--,--,0,--,--,--
ChemBridge Microformat,6241293,--,--,--,0,--,--,--
ChemBridge Microformat,6241291,--,--,--,0,--,--,--
ChemBridge Microformat,6150662,--,--,--,0,--,--,--
ChemBridge Microformat,6241325,--,--,--,0,--,--,--
ChemBridge Microformat,6241324,--,--,--,0,--,--,--
ChemBridge Microformat,6150665,--,--,--,0,--,--,--
ChemBridge Microformat,6125103,--,--,--,0,--,--,--
ChemBridge Microformat,6077866,--,--,--,0,--,--,--
ChemBridge Microformat,6102042,--,--,--,0,--,--,--
ChemBridge Microformat,6150547,--,--,--,0,--,--,--
ChemBridge Microformat,5723504,--,--,--,0,--,--,--
ChemBridge Microformat,5810303,--,--,--,0,--,--,--
ChemBridge Microformat,6057438,--,--,--,0,--,--,--
ChemBridge Microformat,5843379,--,--,--,0,--,--,--
ChemBridge Microformat,5843411,--,--,--,0,--,--,--
ChemBridge Microformat,6213696,--,--,--,1,--,--,--
ChemBridge Microformat,5843165,--,--,--,0,--,--,--
ChemBridge Microformat,5843214,--,--,--,0,--,--,--
ChemBridge Microformat,5843251,--,--,--,0,--,--,--
ChemBridge Microformat,5843256,--,--,--,0,--,--,--
ChemBridge Microformat,5843003,--,--,--,0,--,--,--
ChemBridge Microformat,5843028,--,--,--,0,--,--,--
ChemBridge Microformat,5843115,--,--,--,0,--,--,--
ChemBridge Microformat,5843159,--,--,--,0,--,--,--
ChemBridge Microformat,5357169,--,--,--,0,--,--,--
ChemBridge Microformat,6037016,--,--,--,0,--,--,--
ChemBridge Microformat,5723146,--,--,--,0,--,--,--
ChemBridge Microformat,6037178,--,--,--,0,--,--,--
ChemBridge Microformat,6057264,--,--,--,0,--,--,--
ChemBridge Microformat,6169278,--,--,--,0,--,--,--
ChemBridge Microformat,6169389,--,--,--,0,--,--,--
ChemBridge Microformat,6169083,--,--,--,0,--,--,--
ChemBridge Microformat,6169176,--,--,--,0,--,--,--
ChemBridge Microformat,6169025,--,--,--,0,--,--,--
ChemBridge Microformat,6169069,--,--,--,0,--,--,--
ChemBridge Microformat,6168975,--,--,--,0,--,--,--
ChemBridge Microformat,6168983,--,--,--,0,--,--,--
ChemBridge Microformat,6135432,--,--,--,0,--,--,--
ChemBridge Microformat,6037098,--,--,--,0,--,--,--
ChemBridge Microformat,5380112,--,--,--,0,--,--,--
ChemBridge Microformat,6169464,--,--,--,0,--,--,--
ChemBridge Microformat,6169476,--,--,--,0,--,--,--
ChemBridge Microformat,6153638,--,--,--,0,--,--,--
ChemBridge Microformat,6153645,--,--,--,0,--,--,--
ChemBridge Microformat,5723372,--,--,--,0,--,--,--
ChemBridge Microformat,6153458,--,--,--,0,--,--,--
ChemBridge Microformat,6153491,--,--,--,0,--,--,--
ChemBridge Microformat,6153494,--,--,--,0,--,--,--
ChemBridge Microformat,6153496,--,--,--,0,--,--,--
ChemBridge Microformat,6153537,--,--,--,0,--,--,--
ChemBridge Microformat,6037303,--,--,--,0,--,--,--
ChemBridge Microformat,6153555,--,--,--,0,--,--,--
ChemBridge Microformat,6153611,--,--,--,0,--,--,--
ChemBridge Microformat,5806876,--,--,--,0,--,--,--
ChemBridge Microformat,5806887,--,--,--,0,--,--,--
ChemBridge Microformat,6037201,--,--,--,0,--,--,--
ChemBridge Microformat,5804903,--,--,--,0,--,--,--
ChemBridge Microformat,5805497,--,--,--,0,--,--,--
ChemBridge Microformat,5805885,--,--,--,0,--,--,--
ChemBridge Microformat,5806196,--,--,--,0,--,--,--
ChemBridge Microformat,5806228,--,--,--,0,--,--,--
ChemBridge Microformat,5357011,--,--,--,0,--,--,--
ChemBridge Microformat,5806835,--,--,--,0,--,--,--
ChemBridge Microformat,6057559,--,--,--,0,--,--,--
ChemBridge Microformat,6123749,--,--,--,0,--,--,--
ChemBridge Microformat,6123836,--,--,--,0,--,--,--
ChemBridge Microformat,6123877,--,--,--,0,--,--,--
ChemBridge Microformat,6123892,--,--,--,0,--,--,--
ChemBridge Microformat,6124027,--,--,--,1,--,--,--
ChemBridge Microformat,6124031,--,--,--,0,--,--,--
ChemBridge Microformat,6124034,--,--,--,0,--,--,--
ChemBridge Microformat,6124037,--,--,--,0,--,--,--
ChemBridge Microformat,6124038,--,--,--,0,--,--,--
ChemBridge Microformat,6124157,--,--,--,0,--,--,--
ChemBridge Microformat,6213599,--,--,--,0,--,--,--
ChemBridge Microformat,5730752,--,--,--,0,--,--,--
ChemBridge Microformat,6238391,--,--,--,0,--,--,--
ChemBridge Microformat,6238396,--,--,--,0,--,--,--
ChemBridge Microformat,6238397,--,--,--,0,--,--,--
ChemBridge Microformat,6238400,--,--,--,0,--,--,--
ChemBridge Microformat,6238375,--,--,--,0,--,--,--
ChemBridge Microformat,6238377,--,--,--,0,--,--,--
ChemBridge Microformat,6238378,--,--,--,0,--,--,--
ChemBridge Microformat,6238386,--,--,--,0,--,--,--
ChemBridge Microformat,5356811,--,--,--,0,--,--,--
ChemBridge Microformat,6238403,--,--,--,0,--,--,--
ChemBridge Microformat,6238404,--,--,--,0,--,--,--
ChemBridge Microformat,5723002,--,--,--,0,--,--,--
ChemBridge Microformat,5356404,--,--,--,0,--,--,--
ChemBridge Microformat,6151813,--,--,--,0,--,--,--
ChemBridge Microformat,6146928,--,--,--,0,--,--,--
ChemBridge Microformat,6146923,--,--,--,0,--,--,--
ChemBridge Microformat,6151781,--,--,--,0,--,--,--
ChemBridge Microformat,6146904,--,--,--,0,--,--,--
ChemBridge Microformat,6151853,--,--,--,0,--,--,--
ChemBridge Microformat,6151836,--,--,--,0,--,--,--
ChemBridge Microformat,6146801,--,--,--,0,--,--,--
ChemBridge Microformat,6151863,--,--,--,0,--,--,--
ChemBridge Microformat,6151860,--,--,--,0,--,--,--
ChemBridge Microformat,5731863,--,--,--,0,--,--,--
ChemBridge Microformat,6147025,--,--,--,0,--,--,--
ChemBridge Microformat,6147011,--,--,--,0,--,--,--
ChemBridge Microformat,5735442,--,--,--,0,--,--,--
ChemBridge Microformat,5735373,--,--,--,0,--,--,--
ChemBridge Microformat,5735283,--,--,--,0,--,--,--
ChemBridge Microformat,5735244,--,--,--,0,--,--,--
ChemBridge Microformat,5735104,--,--,--,0,--,--,--
ChemBridge Microformat,5735065,--,--,--,0,--,--,--
ChemBridge Microformat,5735016,--,--,--,0,--,--,--
ChemBridge Microformat,5735012,--,--,--,0,--,--,--
ChemBridge Microformat,6119856,--,--,--,0,--,--,--
ChemBridge Microformat,5735557,--,--,--,0,--,--,--
ChemBridge Microformat,6119760,--,--,--,0,--,--,--
ChemBridge Microformat,6223348,--,--,--,0,--,--,--
ChemBridge Microformat,6223311,--,--,--,0,--,--,--
ChemBridge Microformat,6223235,--,--,--,0,--,--,--
ChemBridge Microformat,6223232,--,--,--,0,--,--,--
ChemBridge Microformat,6223762,--,--,--,0,--,--,--
ChemBridge Microformat,6223714,--,--,--,0,--,--,--
ChemBridge Microformat,6223655,--,--,--,0,--,--,--
ChemBridge Microformat,6223582,--,--,--,0,--,--,--
ChemBridge Microformat,6224092,--,--,--,0,--,--,--
ChemBridge Microformat,6224076,--,--,--,0,--,--,--
ChemBridge Microformat,5626182,--,--,--,0,--,--,--
ChemBridge Microformat,5201852,--,--,--,0,--,--,--
ChemBridge Microformat,5769426,--,--,--,0,--,--,--
ChemBridge Microformat,5626099,--,--,--,0,--,--,--
ChemBridge Microformat,6110619,--,--,--,0,--,--,--
ChemBridge Microformat,6110775,--,--,--,0,--,--,--
ChemBridge Microformat,6146742,--,--,--,0,--,--,--
ChemBridge Microformat,6110323,--,--,--,0,--,--,--
ChemBridge Microformat,6110389,--,--,--,0,--,--,--
ChemBridge Microformat,6110454,--,--,--,0,--,--,--
ChemBridge Microformat,6110589,--,--,--,0,--,--,--
ChemBridge Microformat,6110182,--,--,--,2,--,--,--
ChemBridge Microformat,6110202,--,--,--,0,--,--,--
ChemBridge Microformat,6110266,--,--,--,0,--,--,--
ChemBridge Microformat,6110290,--,--,--,0,--,--,--
ChemBridge Microformat,5136908,--,--,--,0,--,--,--
ChemBridge Microformat,5136872,--,--,--,0,--,--,--
ChemBridge Microformat,5136949,--,--,--,0,--,--,--
ChemBridge Microformat,5136916,--,--,--,0,--,--,--
ChemBridge Microformat,5136669,--,--,--,0,--,--,--
ChemBridge Microformat,5136505,--,--,--,0,--,--,--
ChemBridge Microformat,5136691,--,--,--,0,--,--,--
ChemBridge Microformat,5136687,--,--,--,0,--,--,--
ChemBridge Microformat,5137218,--,--,--,0,--,--,--
ChemBridge Microformat,5137159,--,--,--,0,--,--,--
ChemBridge Microformat,5350656,--,--,--,0,--,--,--
ChemBridge Microformat,5565923,--,--,--,0,--,--,--
ChemBridge Microformat,6145308,--,--,--,2,--,--,--
ChemBridge Microformat,5970642,--,--,--,0,--,--,--
ChemBridge Microformat,5970685,--,--,--,0,--,--,--
ChemBridge Microformat,6001323,--,--,--,0,--,--,--
ChemBridge Microformat,6001327,--,--,--,0,--,--,--
ChemBridge Microformat,5970029,--,--,--,0,--,--,--
ChemBridge Microformat,5970118,--,--,--,0,--,--,--
ChemBridge Microformat,5969867,--,--,--,0,--,--,--
ChemBridge Microformat,5969982,--,--,--,0,--,--,--
ChemBridge Microformat,6000956,--,--,--,0,--,--,--
ChemBridge Microformat,6001064,--,--,--,0,--,--,--
ChemBridge Microformat,5970186,--,--,--,0,--,--,--
ChemBridge Microformat,6001072,--,--,--,0,--,--,--
ChemBridge Microformat,6039530,--,--,--,0,--,--,--
ChemBridge Microformat,6039522,--,--,--,0,--,--,--
ChemBridge Microformat,6039379,--,--,--,0,--,--,--
ChemBridge Microformat,6039298,--,--,--,0,--,--,--
ChemBridge Microformat,6039270,--,--,--,0,--,--,--
ChemBridge Microformat,6039240,--,--,--,0,--,--,--
ChemBridge Microformat,6039515,--,--,--,0,--,--,--
ChemBridge Microformat,6039450,--,--,--,0,--,--,--
ChemBridge Microformat,6039444,--,--,--,0,--,--,--
ChemBridge Microformat,6039425,--,--,--,0,--,--,--
ChemBridge Microformat,5999635,--,--,--,0,--,--,--
ChemBridge Microformat,5999675,--,--,--,0,--,--,--
ChemBridge Microformat,5999477,--,--,--,0,--,--,--
ChemBridge Microformat,5999480,--,--,--,0,--,--,--
ChemBridge Microformat,5999441,--,--,--,0,--,--,--
ChemBridge Microformat,5999462,--,--,--,0,--,--,--
ChemBridge Microformat,5999350,--,--,--,0,--,--,--
ChemBridge Microformat,5999360,--,--,--,0,--,--,--
ChemBridge Microformat,6145294,--,--,--,0,--,--,--
ChemBridge Microformat,5999701,--,--,--,0,--,--,--
ChemBridge Microformat,6000002,--,--,--,0,--,--,--
ChemBridge Microformat,5626013,--,--,--,0,--,--,--
ChemBridge Microformat,6159763,--,--,--,0,--,--,--
ChemBridge Microformat,6159759,--,--,--,0,--,--,--
ChemBridge Microformat,5566171,--,--,--,0,--,--,--
ChemBridge Microformat,6159530,--,--,--,0,--,--,--
ChemBridge Microformat,6159754,--,--,--,0,--,--,--
ChemBridge Microformat,6159727,--,--,--,0,--,--,--
ChemBridge Microformat,6159511,--,--,--,0,--,--,--
ChemBridge Microformat,6159354,--,--,--,0,--,--,--
ChemBridge Microformat,6159526,--,--,--,0,--,--,--
ChemBridge Microformat,6159522,--,--,--,0,--,--,--
ChemBridge Microformat,6055777,--,--,--,0,--,--,--
ChemBridge Microformat,6239125,--,--,--,0,--,--,--
ChemBridge Microformat,6239124,--,--,--,0,--,--,--
ChemBridge Microformat,6239095,--,--,--,0,--,--,--
ChemBridge Microformat,6239094,--,--,--,0,--,--,--
ChemBridge Microformat,6239098,--,--,--,0,--,--,--
ChemBridge Microformat,6239097,--,--,--,0,--,--,--
ChemBridge Microformat,6239108,--,--,--,0,--,--,--
ChemBridge Microformat,6239107,--,--,--,0,--,--,--
ChemBridge Microformat,6239120,--,--,--,0,--,--,--
ChemBridge Microformat,6239110,--,--,--,0,--,--,--
ChemBridge Microformat,5686105,--,--,--,0,--,--,--
ChemBridge Microformat,6167601,--,--,--,0,--,--,--
ChemBridge Microformat,6167592,--,--,--,1,--,--,--
ChemBridge Microformat,6167670,--,--,--,0,--,--,--
ChemBridge Microformat,6167611,--,--,--,0,--,--,--
ChemBridge Microformat,6167716,--,--,--,0,--,--,--
ChemBridge Microformat,6167702,--,--,--,0,--,--,--
ChemBridge Microformat,6195122,--,--,--,0,--,--,--
ChemBridge Microformat,6167719,--,--,--,0,--,--,--
ChemBridge Microformat,6167775,--,--,--,0,--,--,--
ChemBridge Microformat,6194934,--,--,--,0,--,--,--
ChemBridge Microformat,6194817,--,--,--,0,--,--,--
ChemBridge Microformat,6194726,--,--,--,0,--,--,--
ChemBridge Microformat,6194709,--,--,--,0,--,--,--
ChemBridge Microformat,6194637,--,--,--,0,--,--,--
ChemBridge Microformat,6194505,--,--,--,0,--,--,--
ChemBridge Microformat,6194451,--,--,--,0,--,--,--
ChemBridge Microformat,5654789,--,--,--,0,--,--,--
ChemBridge Microformat,6125334,--,--,--,0,--,--,--
ChemBridge Microformat,6125400,--,--,--,0,--,--,--
ChemBridge Microformat,5772998,--,--,--,0,--,--,--
ChemBridge Microformat,6141610,--,--,--,0,--,--,--
ChemBridge Microformat,5654846,--,--,--,0,--,--,--
ChemBridge Microformat,5772674,--,--,--,0,--,--,--
ChemBridge Microformat,5772598,--,--,--,0,--,--,--
ChemBridge Microformat,5772922,--,--,--,0,--,--,--
ChemBridge Microformat,6141596,--,--,--,0,--,--,--
ChemBridge Microformat,6141393,--,--,--,0,--,--,--
ChemBridge Microformat,6125301,--,--,--,0,--,--,--
ChemBridge Microformat,6125241,--,--,--,0,--,--,--
ChemBridge Microformat,6125245,--,--,--,0,--,--,--
ChemBridge Microformat,6073013,--,--,--,0,--,--,--
ChemBridge Microformat,6043756,--,--,--,0,--,--,--
ChemBridge Microformat,5654350,--,--,--,0,--,--,--
ChemBridge Microformat,5105870,--,--,--,0,--,--,--
